cust_id,income_yearly,debt_ratio,credit_rating,amount_requested,interest_pct,gender_type,family_status,edu_bg,job_status,loan_reason,internal_grade,is_repaid
274,40206.18,0.108,740.0,25103.17,11.88,Female,Single,Bachelor's,Employed,Education,B1,1.0
275,34247.82,0.094,672.0,26893.82,11.89,Female,Married,Other,Unemployed,Debt consolidation,C1,0.0
276,39806.84,0.084,736.0,23984.33,11.8,Male,Married,Bachelor's,Employed,Home,C5,1.0
277,13182.58,0.061,664.0,21405.46,13.17,Male,Married,PhD,Employed,Business,D3,1.0
278,,ERR_VAL,,20981.68,11.34,Female,Married,,,Home,D4,1.0
279,38412.53,0.174,691.0,23255.77,13.29,Female,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
280,12808.61,0.072,761.0,2725.91,7.62,Female,Single,Bachelor's,Self-employed,Debt consolidation,B2,1.0
281,,ERR_VAL,,6072.73,11.52,Female,Married,,,Home,B2,1.0
282,38677.28,0.083,668.0,14956.51,10.29,Female,Married,Bachelor's,Employed,Car,D5,1.0
283,,ERR_VAL,,21926.83,10.26,Male,Married,,,Debt consolidation,B2,1.0
284,44213.72,0.055,626.0,24989.92,17.11,Male,Single,Bachelor's,Employed,Car,D4,1.0
285,55852.41,0.102,732.0,3246.16,9.8,Female,Single,Bachelor's,Employed,Other,C1,1.0
286,25260.45,0.058,663.0,15844.97,12.71,Male,Single,High School,Employed,Debt consolidation,D4,1.0
287,47860.73,0.131,595.0,22362.63,12.25,Male,Married,High School,Self-employed,Education,E5,1.0
288,26298.86,0.061,719.0,5197.9,12.42,Female,Married,Bachelor's,Employed,Debt consolidation,C4,1.0
289,58941.43,0.072,732.0,15122.46,10.01,Female,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
290,41271.55,0.154,633.0,23678.95,13.39,Male,Single,High School,Unemployed,Debt consolidation,D3,0.0
291,40308.84,0.076,656.0,18787.14,13.1,Male,Single,High School,Employed,Debt consolidation,D3,1.0
292,20750.69,0.125,605.0,19921.61,11.6,Female,Single,High School,Employed,Car,E1,0.0
293,104043.66,0.152,778.0,25346.04,10.42,Male,Married,High School,Employed,Debt consolidation,B4,1.0
294,86828.6,0.201,677.0,17360.52,14.81,Female,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
295,38207.95,0.096,683.0,4891.42,13.68,Male,Single,High School,Employed,Car,C5,1.0
296,17244.61,0.044,627.0,3222.18,12.48,Female,Single,High School,Unemployed,Home,D3,0.0
297,51431.04,0.06,675.0,20981.96,12.62,Male,Single,Bachelor's,Employed,Debt consolidation,C3,1.0
298,82008.93,0.096,687.0,23171.44,13.78,Male,Married,Master's,Self-employed,Debt consolidation,C5,1.0
299,,ERR_VAL,,9154.47,13.94,Male,Married,,,Education,D5,1.0
300,55632.44,0.087,624.0,26706.99,12.46,Female,Single,High School,Unemployed,Medical,D1,0.0
301,24341.71,0.064,652.0,5593.68,14.67,Male,Single,Master's,Employed,Car,D5,1.0
302,52706.87,0.093,695.0,11976.55,13.77,Female,Married,Bachelor's,Self-employed,Debt consolidation,C3,1.0
303,29606.59,0.137,665.0,28662.33,13.58,Male,Married,High School,Self-employed,Business,D1,1.0
304,,0.09,,6376.41,12.2,Male,Single,,,Debt consolidation,C2,1.0
305,54298.09,0.179,717.0,17688.15,9.0,Other,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
306,72362.72,0.181,647.0,23999.85,11.24,Female,Married,Other,Unemployed,Debt consolidation,D3,0.0
307,15804.79,0.066,658.0,17128.73,12.79,Male,Single,Bachelor's,Employed,Debt consolidation,D5,1.0
308,30562.36,0.068,673.0,18571.96,12.77,Female,Married,Bachelor's,Employed,Debt consolidation,C1,0.0
309,51799.48,0.204,672.0,5184.73,14.77,Male,Married,High School,Employed,Debt consolidation,C3,1.0
310,,0.063,,25981.09,7.31,Female,Single,,,Debt consolidation,B4,1.0
311,26175.19,0.102,679.0,3969.54,12.21,Female,Single,High School,Unemployed,Debt consolidation,C3,0.0
312,28720.08,0.304,725.0,9694.95,9.97,Female,Single,Master's,Unemployed,Car,C5,0.0
313,8552.34,0.1,549.0,17552.56,14.26,Female,Married,High School,Self-employed,Debt consolidation,F4,1.0
314,33018.23,0.087,687.0,17348.47,15.2,Male,Married,High School,Employed,Debt consolidation,C2,1.0
315,43485.64,0.08,713.0,12894.11,9.82,Male,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
316,,0.15,,12360.58,11.48,Female,Single,,,Debt consolidation,C4,1.0
317,48611.6,0.181,658.0,17212.81,11.51,Male,Single,High School,Employed,Home,D5,1.0
318,53212.98,0.054,714.0,10891.98,10.2,Male,Married,High School,Employed,Car,C5,1.0
319,54587.96,0.084,565.0,16362.77,14.9,Female,Married,High School,Unemployed,Other,F2,0.0
320,36450.25,0.301,677.0,10228.12,13.85,Female,Married,High School,Self-employed,Debt consolidation,C2,1.0
321,35116.64,0.156,646.0,15662.72,14.11,Male,Single,High School,Self-employed,Home,D1,1.0
322,18599.37,0.082,713.0,8188.58,13.02,Male,Married,High School,Employed,Home,C4,1.0
323,39074.79,0.102,689.0,13203.44,12.39,Male,Married,High School,Employed,Debt consolidation,C5,1.0
324,,0.108,,7452.28,8.9,Male,Married,,,Debt consolidation,B1,1.0
325,91988.86,0.086,767.0,10696.84,10.0,Female,Married,Master's,Self-employed,Car,B5,1.0
326,64735.02,0.096,647.0,17051.08,8.36,Female,Married,High School,Employed,Home,D2,1.0
327,50601.43,0.152,681.0,4953.73,9.27,Female,Single,High School,Employed,Business,C5,1.0
328,38340.57,0.239,678.0,16632.83,11.42,Male,Single,Master's,Employed,Debt consolidation,C4,0.0
329,23103.63,0.078,536.0,17937.95,13.94,Female,Single,Other,Retired,Debt consolidation,F3,1.0
330,,ERR_VAL,,15374.92,10.83,Male,Single,,,Debt consolidation,C5,1.0
331,50328.5,0.073,817.0,15176.16,6.42,Female,Married,High School,Employed,Vacation,A5,1.0
332,38000.87,0.051,716.0,5800.98,7.48,Other,Single,High School,Employed,Car,C4,1.0
333,40768.06,0.095,709.0,14571.86,11.38,Male,Single,High School,Employed,Debt consolidation,C4,1.0
334,,0.077,,18696.89,11.42,Female,Married,,,Debt consolidation,C4,1.0
335,,0.058,,16983.92,11.43,Male,Single,,,Home,C3,1.0
336,82732.45,0.072,722.0,17408.63,12.74,Female,Married,Master's,Retired,Debt consolidation,C2,1.0
337,36603.46,0.101,818.0,23999.38,10.77,Male,Single,High School,Employed,Debt consolidation,A3,1.0
338,57246.02,0.095,686.0,2049.54,11.59,Male,Single,Bachelor's,Unemployed,Debt consolidation,C1,0.0
339,56868.03,0.196,587.0,14387.61,13.28,Female,Married,Bachelor's,Employed,Debt consolidation,E3,1.0
340,70439.9,0.074,721.0,14971.06,11.3,Female,Single,Other,Employed,Car,C2,1.0
341,35767.32,0.106,690.0,17088.23,13.54,Female,Married,Master's,Employed,Education,C3,1.0
342,,ERR_VAL,,16781.55,10.66,Female,Married,,,Other,C2,0.0
343,150387.76,0.103,735.0,9666.45,11.93,Female,Married,Bachelor's,Employed,Car,C4,1.0
344,17244.61,0.122,667.0,7551.94,11.78,Male,Married,Master's,Employed,Car,D4,1.0
345,18889.63,0.079,584.0,7405.16,13.27,Female,Married,High School,Employed,Debt consolidation,E1,1.0
346,25452.87,0.181,653.0,7891.26,11.6,Male,Single,Master's,Employed,Medical,D5,0.0
347,25117.34,0.051,724.0,21317.41,14.51,Male,Single,PhD,Employed,Business,C5,1.0
348,61247.17,0.107,547.0,2739.02,10.35,Male,Single,Bachelor's,Employed,Medical,F5,1.0
349,26181.8,0.069,744.0,24795.96,11.68,Male,Divorced,High School,Self-employed,Debt consolidation,B4,1.0
350,27210.05,0.064,696.0,30358.59,14.14,Male,Married,High School,Employed,Business,C2,1.0
351,54880.43,0.101,683.0,11391.89,11.97,Female,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
352,35371.84,0.06,614.0,20981.84,14.44,Male,Married,Bachelor's,Employed,Education,D3,1.0
353,60315.18,0.249,542.0,13795.18,16.15,Female,Single,High School,Employed,Car,F3,0.0
354,47325.77,0.098,735.0,5126.79,13.75,Female,Married,High School,Retired,Debt consolidation,C2,1.0
355,,0.132,,3262.19,11.52,Male,Married,,,Other,C4,1.0
356,,ERR_VAL,,29642.39,13.2,Male,Divorced,,,Debt consolidation,D2,1.0
357,25308.76,0.075,715.0,17924.31,13.82,Male,Married,High School,Employed,Debt consolidation,C3,1.0
358,51593.1,0.15,730.0,14599.82,10.1,Male,Married,Other,Employed,Debt consolidation,C3,0.0
359,100213.23,0.127,637.0,14315.38,13.13,Female,Married,Master's,Employed,Debt consolidation,D3,0.0
360,58767.65,0.197,648.0,8202.55,14.76,Female,Single,High School,Employed,Home,D1,1.0
361,109006.49,0.068,692.0,19161.95,12.83,Female,Single,Master's,Employed,Debt consolidation,C5,1.0
362,13802.39,0.078,586.0,16051.57,14.34,Male,Married,High School,Self-employed,Car,E5,1.0
363,61342.98,0.242,635.0,16195.85,11.77,Male,Married,Master's,Self-employed,Debt consolidation,D2,1.0
364,84984.11,0.23,675.0,27968.16,10.98,Male,Single,Master's,Employed,Car,C3,0.0
365,56977.31,0.121,597.0,20343.31,14.57,Female,Single,Bachelor's,Employed,Other,E1,0.0
366,17223.16,0.094,688.0,6651.24,14.21,Female,Married,Bachelor's,Employed,Debt consolidation,C4,1.0
367,55946.46,0.072,733.0,15105.26,11.22,Male,Married,High School,Employed,Debt consolidation,C5,1.0
368,,0.093,,12243.57,10.69,Male,Married,,,Debt consolidation,C1,1.0
369,,0.086,,14451.2,13.4,Female,Single,,,Home,D4,0.0
370,,0.09,,18044.97,8.59,Male,Single,,,Education,C4,1.0
371,45803.92,0.196,672.0,23938.05,12.18,Male,Single,Bachelor's,Employed,Home,C3,1.0
372,70772.72,0.168,697.0,18151.18,10.72,Male,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
373,21753.82,0.095,666.0,12800.96,13.77,Male,Married,Master's,Employed,Debt consolidation,D3,1.0
374,81212.42,0.053,770.0,15212.81,9.97,Male,Married,Master's,Retired,Debt consolidation,B4,1.0
375,,ERR_VAL,,15229.24,10.92,Male,Married,,,Debt consolidation,B3,1.0
376,77425.88,0.067,708.0,18260.91,16.1,Male,Single,Bachelor's,Self-employed,Debt consolidation,C4,1.0
377,56543.7,0.071,632.0,24861.59,13.87,Female,Married,Master's,Employed,Debt consolidation,D5,1.0
378,,0.07,,25185.15,9.77,Male,Married,,,Debt consolidation,A2,1.0
379,38101.31,0.278,659.0,11609.06,9.65,Female,Single,Bachelor's,Employed,Debt consolidation,D3,1.0
380,54954.89,0.058,729.0,16295.36,9.83,Male,Single,Bachelor's,Employed,Education,C4,1.0
381,29030.33,0.054,707.0,13973.85,13.08,Male,Married,High School,Employed,Debt consolidation,C1,1.0
382,32209.32,0.077,692.0,2313.99,10.96,Male,Married,High School,Employed,Debt consolidation,C2,1.0
383,44972.58,0.179,637.0,14467.63,11.74,Female,Married,Bachelor's,Employed,Debt consolidation,D1,0.0
384,28985.8,0.09,717.0,25653.75,11.93,Male,Single,PhD,Employed,Home,C2,1.0
385,,0.089,,19267.02,11.5,Male,Married,,,Other,D2,1.0
386,123901.34,0.189,761.0,6268.32,13.32,Male,Single,High School,Unemployed,Business,B5,0.0
387,14012.68,0.073,684.0,17586.72,14.1,Male,Married,Bachelor's,Unemployed,Debt consolidation,C5,0.0
388,53578.51,0.049,450.0,18365.18,13.35,Female,Single,Bachelor's,Employed,Debt consolidation,F1,0.0
389,74988.99,0.189,673.0,22098.99,12.44,Male,Married,High School,Employed,Debt consolidation,C4,1.0
390,71788.16,0.093,722.0,7456.68,11.39,Female,Married,Master's,Employed,Other,C3,1.0
391,27284.78,0.345,669.0,16488.21,15.09,Male,Single,High School,Student,Education,D4,0.0
392,71081.8,0.141,715.0,11928.99,10.99,Female,Single,Bachelor's,Employed,Debt consolidation,C1,1.0
393,72345.81,0.08,691.0,30516.5,10.98,Male,Married,High School,Employed,Car,C4,1.0
394,,0.251,,15412.34,16.06,Female,Married,,,Car,D1,1.0
395,51431.04,0.247,676.0,20085.94,10.84,Male,Single,High School,Employed,Other,C4,0.0
396,9236.58,0.069,721.0,9891.74,8.24,Female,Married,Bachelor's,Employed,Debt consolidation,C3,1.0
397,38428.23,0.155,669.0,21985.27,14.09,Female,Married,PhD,Employed,Debt consolidation,D2,1.0
398,71794.47,0.055,722.0,24587.57,12.82,Male,Married,Master's,Employed,Vacation,C5,1.0
399,,0.162,,14582.01,11.18,Male,Married,,,Other,C3,1.0
400,24240.19,0.092,635.0,2527.44,10.83,Female,Married,Master's,Employed,Debt consolidation,D2,0.0
401,,0.037,,5126.42,11.0,Female,Married,,,Debt consolidation,C4,1.0
402,40482.76,0.182,613.0,3293.7,11.35,Female,Married,Master's,Employed,Medical,D2,0.0
403,,ERR_VAL,,25692.13,13.56,Female,Married,,,Debt consolidation,F5,0.0
404,37688.32,0.225,674.0,10748.71,9.62,Male,Single,High School,Self-employed,Debt consolidation,C1,0.0
405,18119.67,0.09,734.0,20825.87,14.52,Female,Married,High School,Employed,Debt consolidation,C4,1.0
406,25482.12,0.082,661.0,14916.82,12.02,Male,Widowed,Bachelor's,Employed,Debt consolidation,D5,1.0
407,66484.67,0.07,687.0,4597.36,7.64,Female,Married,High School,Employed,Debt consolidation,C1,1.0
408,49013.21,0.072,764.0,22749.79,8.99,Male,Single,Master's,Employed,Business,B2,1.0
409,63685.4,0.19,695.0,19261.74,13.91,Female,Single,High School,Employed,Debt consolidation,C1,1.0
410,,0.093,,14110.5,13.43,Male,Single,,,Education,D2,1.0
411,,0.198,,19380.84,14.2,Male,Single,,,Debt consolidation,F3,0.0
412,25280.32,0.12,755.0,16196.98,12.09,Male,Single,Master's,Employed,Debt consolidation,B2,1.0
413,55926.73,0.225,686.0,24692.12,11.5,Female,Married,Bachelor's,Employed,Other,C4,0.0
414,51323.23,0.078,637.0,7256.8,12.52,Male,Single,High School,Employed,Debt consolidation,D4,1.0
415,57527.13,0.073,690.0,24010.31,13.25,Male,Married,Bachelor's,Employed,Debt consolidation,C3,1.0
416,49399.52,0.087,708.0,7576.79,9.38,Male,Married,Master's,Employed,Debt consolidation,C3,1.0
417,63810.19,0.09,763.0,14982.53,8.48,Female,Married,Bachelor's,Employed,Debt consolidation,B4,1.0
418,60763.37,0.141,709.0,17961.58,10.98,Male,Single,High School,Employed,Debt consolidation,C1,1.0
419,39806.84,0.208,595.0,23198.68,14.86,Female,Married,High School,Unemployed,Debt consolidation,E3,0.0
420,,0.073,,8354.47,12.98,Male,Single,,,Debt consolidation,C1,1.0
421,79908.16,0.16,668.0,6389.64,12.64,Female,Married,Master's,Employed,Other,D4,1.0
422,71181.34,0.109,712.0,10656.16,12.7,Female,Widowed,High School,Employed,Car,C2,1.0
423,,0.094,,13449.01,11.51,Female,Married,,,Debt consolidation,C2,1.0
424,68925.39,0.152,740.0,12772.36,11.24,Male,Married,High School,Employed,Debt consolidation,B1,1.0
425,55843.24,0.199,729.0,9564.39,9.41,Male,Single,Master's,Employed,Business,C5,1.0
426,36370.58,0.154,590.0,27381.55,12.05,Female,Married,Bachelor's,Employed,Debt consolidation,E3,1.0
427,122097.71,0.079,577.0,8576.75,14.17,Male,Married,Bachelor's,Employed,Other,F4,1.0
428,33127.62,0.125,736.0,27410.94,12.82,Male,Married,Bachelor's,Employed,Debt consolidation,C3,1.0
429,27377.64,0.296,707.0,19141.21,11.03,Female,Single,Bachelor's,Employed,Debt consolidation,C3,1.0
430,15221.03,0.095,637.0,14447.66,13.22,Female,Married,Bachelor's,Unemployed,Car,D4,0.0
431,34339.45,0.148,692.0,8608.4,14.14,Male,Married,Bachelor's,Employed,Debt consolidation,C4,1.0
432,44172.65,0.121,647.0,18458.48,13.25,Female,Married,Master's,Employed,Debt consolidation,D1,1.0
433,16125.13,0.281,724.0,16229.61,14.41,Female,Single,High School,Employed,Debt consolidation,C1,1.0
434,,0.183,,13297.68,14.22,Male,Married,,,Debt consolidation,C5,1.0
435,22861.28,0.109,638.0,24122.72,15.53,Male,Single,Bachelor's,Employed,Debt consolidation,D2,1.0
436,,ERR_VAL,,10291.73,13.0,Male,Married,,,Medical,D2,1.0
437,36149.65,0.087,751.0,4073.61,12.0,Female,Single,Bachelor's,Employed,Debt consolidation,B3,1.0
438,22439.6,0.056,715.0,20268.99,14.25,Male,Single,Bachelor's,Employed,Car,C5,1.0
439,27360.56,0.148,534.0,20779.75,12.76,Female,Single,High School,Employed,Home,F2,1.0
440,15703.37,0.099,696.0,25662.08,12.78,Male,Married,Bachelor's,Employed,Home,C1,1.0
441,20708.06,0.151,733.0,13676.42,10.66,Female,Single,Bachelor's,Self-employed,Debt consolidation,C2,1.0
442,44160.18,0.072,781.0,15845.35,10.65,Female,Married,Bachelor's,Employed,Debt consolidation,B5,1.0
443,79981.01,0.201,687.0,11243.04,12.11,Male,Single,Master's,Student,Debt consolidation,C5,0.0
444,43782.89,0.069,734.0,10303.9,10.6,Male,Married,Master's,Employed,Business,C1,1.0
445,36390.88,0.159,649.0,30478.64,12.39,Male,Single,Master's,Employed,Debt consolidation,D3,1.0
446,17887.23,0.351,654.0,17787.53,13.35,Female,Single,Other,Unemployed,Car,D5,0.0
447,27217.51,0.063,728.0,18079.02,9.18,Female,Married,Bachelor's,Employed,Debt consolidation,C3,1.0
448,88076.08,0.087,749.0,12341.08,12.54,Female,Single,High School,Employed,Debt consolidation,B4,1.0
449,59623.08,0.28,586.0,15278.48,13.25,Male,Single,Master's,Unemployed,Car,E3,0.0
450,62453.37,0.038,622.0,14339.19,13.95,Female,Single,Bachelor's,Unemployed,Debt consolidation,D2,0.0
451,,ERR_VAL,,14378.94,11.66,Male,Single,,,Debt consolidation,D4,0.0
452,24861.22,0.096,749.0,11286.95,9.9,Male,Married,Other,Employed,Debt consolidation,B2,1.0
453,48124.43,0.064,685.0,12607.69,12.95,Male,Married,Master's,Retired,Debt consolidation,C3,1.0
454,53745.78,0.177,649.0,8500.17,16.14,Male,Married,High School,Employed,Vacation,D4,1.0
455,18786.03,0.078,672.0,2062.18,12.37,Male,Single,Bachelor's,Employed,Debt consolidation,C5,1.0
456,18057.14,0.269,693.0,25381.76,14.72,Male,Single,Master's,Employed,Debt consolidation,C1,1.0
457,23131.96,0.249,624.0,16254.79,12.32,Female,Single,Other,Employed,Debt consolidation,D5,1.0
458,56927.8,0.195,641.0,5484.09,12.24,Female,Married,High School,Self-employed,Debt consolidation,D1,0.0
459,79049.68,0.09,683.0,12982.08,12.5,Male,Single,Bachelor's,Employed,Vacation,C5,1.0
460,24278.28,0.146,668.0,35233.85,13.85,Female,Married,Bachelor's,Employed,Debt consolidation,D5,1.0
461,55156.35,0.176,776.0,20284.33,10.24,Male,Married,Bachelor's,Employed,Home,B5,1.0
462,36239.83,0.155,748.0,17552.78,13.09,Male,Married,Bachelor's,Employed,Car,B5,1.0
463,31694.25,0.239,591.0,16980.4,13.07,Female,Married,Bachelor's,Unemployed,Debt consolidation,E4,0.0
464,43106.76,0.37,641.0,7291.56,13.17,Male,Married,Bachelor's,Self-employed,Debt consolidation,D2,0.0
465,29598.41,0.048,612.0,13656.15,11.29,Male,Married,High School,Unemployed,Other,D5,0.0
466,,0.051,,13429.31,9.58,Female,Single,,,Debt consolidation,C1,1.0
467,102980.96,0.078,718.0,3555.12,12.09,Female,Married,Other,Employed,Other,C2,1.0
468,27493.94,0.053,724.0,13486.0,11.91,Female,Married,Bachelor's,Employed,Vacation,C4,1.0
469,,0.236,,18448.63,11.92,Female,Married,,,Debt consolidation,D2,0.0
470,28424.83,0.052,642.0,13254.55,13.65,Female,Married,Bachelor's,Employed,Debt consolidation,D3,1.0
471,,0.09,,23153.95,11.23,Male,Single,,,Debt consolidation,B4,1.0
472,16304.42,0.206,776.0,25310.19,10.22,Male,Single,Bachelor's,Employed,Debt consolidation,B4,1.0
473,,0.046,,21569.57,13.32,Male,Married,,,Debt consolidation,D2,1.0
474,47493.26,0.19,631.0,2057.3,12.65,Male,Married,High School,Employed,Debt consolidation,D5,1.0
475,10065.43,0.037,727.0,2096.29,10.55,Female,Single,High School,Self-employed,Debt consolidation,C1,1.0
476,,ERR_VAL,,9489.88,15.43,Male,Married,,,Vacation,D2,0.0
477,71682.54,0.09,653.0,15889.41,10.6,Male,Single,High School,Self-employed,Debt consolidation,D1,1.0
478,53282.96,0.231,636.0,14862.91,14.06,Female,Single,High School,Employed,Other,D1,1.0
479,72860.84,0.024,603.0,6336.86,16.1,Female,Married,High School,Self-employed,Education,E4,1.0
480,29720.99,0.165,663.0,7892.44,14.15,Female,Married,Bachelor's,Unemployed,Debt consolidation,D1,0.0
481,12359.34,0.26,748.0,14561.44,9.43,Female,Single,High School,Self-employed,Home,B4,1.0
482,61349.09,0.06,649.0,14136.66,14.15,Female,Single,Master's,Employed,Home,D1,1.0
483,49369.7,0.095,772.0,20366.72,10.72,Male,Single,High School,Employed,Business,B4,1.0
484,189008.11,0.08,726.0,20669.02,12.97,Other,Single,Bachelor's,Employed,Debt consolidation,C5,1.0
485,51467.01,0.088,751.0,13891.43,12.85,Male,Married,High School,Employed,Debt consolidation,B1,1.0
486,40841.26,0.232,748.0,25861.11,12.06,Male,Single,Master's,Self-employed,Debt consolidation,B5,1.0
487,95525.62,0.034,642.0,10235.9,11.82,Male,Married,Bachelor's,Employed,Debt consolidation,D2,1.0
488,39724.74,0.065,638.0,14200.63,12.5,Male,Married,Bachelor's,Employed,Debt consolidation,D5,1.0
489,51785.76,0.054,641.0,14260.74,13.32,Male,Single,Bachelor's,Employed,Education,D3,1.0
490,49088.74,0.118,595.0,26688.03,14.69,Male,Married,High School,Employed,Debt consolidation,E3,1.0
491,28452.71,0.094,636.0,16863.08,12.18,Male,Single,Other,Employed,Debt consolidation,D2,1.0
492,82723.82,0.248,649.0,18179.88,12.22,Female,Single,Other,Employed,Car,D2,1.0
493,70966.73,0.143,627.0,6561.06,14.38,Female,Married,Master's,Employed,Debt consolidation,D3,1.0
494,181164.49,0.07,652.0,8887.16,12.18,Male,Single,Bachelor's,Employed,Business,D2,1.0
495,51330.55,0.091,689.0,22522.14,13.35,Male,Single,High School,Employed,Debt consolidation,C2,1.0
496,64122.93,0.26,643.0,27508.42,13.83,Male,Married,Master's,Employed,Debt consolidation,D4,0.0
497,43901.84,0.22,669.0,8495.05,14.19,Male,Single,Bachelor's,Employed,Home,D3,1.0
498,50256.76,0.053,664.0,15394.41,12.35,Female,Single,High School,Unemployed,Debt consolidation,D2,0.0
499,28110.3,0.129,752.0,28138.66,10.58,Male,Single,Master's,Employed,Car,B5,1.0
500,21870.52,0.195,654.0,16485.29,13.72,Female,Married,High School,Employed,Other,D2,0.0
501,71214.17,0.056,690.0,12916.58,11.88,Male,Married,Bachelor's,Retired,Business,C4,1.0
502,,0.168,,5354.91,12.61,Male,Single,,,Car,C4,0.0
503,123719.12,0.219,692.0,18696.89,12.53,Male,Single,High School,Unemployed,Debt consolidation,C3,0.0
504,,0.084,,2629.91,12.82,Male,Single,,,Car,D2,1.0
505,48620.23,0.142,684.0,24364.16,12.72,Female,Married,Master's,Employed,Car,C2,1.0
506,20653.09,0.217,731.0,8606.7,12.31,Female,Single,Bachelor's,Unemployed,Home,C5,0.0
